CO2_EMISS_CURR_PER_FLOOR_AREA,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,ENVIRONMENT_IMPACT_POTENTIAL,MAINHEAT_ENV_EFF,MAINHEAT_ENERGY_EFF,CURRENT_ENERGY_EFFICIENCY,LIGHTING_COST_CURRENT,MAINS_GAS_FLAG,HOT_WATER_ENV_EFF,FLOOR_HEIGHT,POTENTIAL_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,HOT_WATER_COST_CURRENT,MAINHEATC_ENERGY_EFF,ENERGY_CONSUMPTION_CURRENT
35,118,6.0,3.6,75,1,1,67,107,1,1,2.35,80,3,161,1,200
24,52,2.1,0.8,90,1,1,78,74,1,1,2.36,90,2,120,1,135
25,43,1.7,0.5,91,1,1,78,56,1,1,2.4,91,2,75,1,143
31,78,3.0,1.4,85,1,1,73,82,1,1,2.47,87,2,88,1,175
49,99,3.8,1.4,84,1,1,63,88,1,1,2.4,85,3,103,1,276
56,94,3.3,1.0,86,1,1,62,50,1,1,2.4,87,3,77,1,319
45,162,5.5,3.8,67,1,1,61,106,1,1,2.4,73,3,156,1,243
48,138,5.2,2.7,74,1,1,58,100,1,1,2.41,77,3,152,1,271
39,138,5.1,3.3,71,1,1,65,89,1,1,2.4,77,3,113,1,219
31,101,3.5,2.0,79,1,1,71,106,1,1,2.4,83,2,127,1,178
56,210,4.6,3.0,65,1,1,52,118,1,1,2.4,68,4,122,1,320
40,95,3.8,1.6,82,1,1,67,75,1,1,2.4,84,3,164,1,225
31,146,2.5,2.0,77,1,1,73,68,1,1,2.4,77,2,98,1,178
30,131,4.5,2.8,77,1,1,65,184,1,1,2.45,76,3,131,1,200
39,82,2.8,1.1,85,1,1,67,88,1,1,2.28,85,3,153,1,225
34,174,1.5,1.4,80,1,1,75,42,1,1,2.32,77,2,67,1,191
43,81,3.5,1.2,86,1,1,66,128,1,1,2.3,87,3,131,1,244
32,101,3.7,2.1,82,1,1,73,85,1,1,2.4,84,2,137,1,179
32,85,2.6,1.3,84,1,1,73,78,1,1,2.4,86,2,95,1,179
39,62,2.1,0.6,89,1,1,70,50,1,1,2.21,89,2,75,1,222
26,131,1.7,1.5,81,1,1,77,61,1,1,2.4,79,2,124,1,147
47,117,3.6,1.6,79,1,1,63,63,1,1,2.4,82,3,102,1,265
36,166,2.2,1.8,77,1,1,72,54,1,1,2.36,76,2,112,1,205
39,123,3.4,2.0,80,1,1,69,71,1,1,2.47,83,2,127,1,219
38,120,3.3,1.9,78,1,1,66,73,1,1,2.4,80,3,134,1,216
37,64,2.8,0.9,86,1,1,69,62,1,1,2.46,87,2,75,1,210
42,151,2.5,1.6,79,1,1,68,53,1,1,2.42,77,3,83,1,238
35,132,4.5,3.0,74,1,1,68,86,1,1,2.4,79,3,148,1,200
46,101,2.7,1.1,85,1,1,67,78,1,1,2.4,86,3,85,1,264
57,117,5.3,1.9,77,1,1,50,145,1,1,2.4,79,4,108,1,327
23,93,4.4,3.1,79,1,1,76,118,1,1,2.4,83,2,129,1,131
38,89,6.5,2.7,81,1,1,66,107,1,1,2.35,85,3,169,1,217
43,119,6.1,2.7,77,1,1,57,96,1,1,2.46,79,3,114,1,263
52,195,4.8,3.1,66,1,1,58,76,1,1,2.4,70,3,102,1,296
25,106,5.3,4.0,78,1,1,77,119,1,1,2.51,83,2,131,1,140
37,94,3.4,1.6,84,1,1,70,91,1,1,2.4,86,2,157,1,208
41,44,1.7,0.4,92,1,1,70,38,1,1,2.31,90,2,70,1,232
40,110,3.1,1.2,84,1,1,60,106,1,1,2.5,81,3,117,1,264
67,63,3.4,0.6,90,1,1,58,44,1,1,2.41,90,3,106,1,381
36,123,1.5,0.9,85,1,1,74,39,1,1,2.49,81,2,56,1,203
30,86,2.5,1.3,85,1,1,74,72,1,1,2.3,87,2,114,1,173
14,39,2.0,1.0,92,1,1,85,94,1,1,2.54,92,1,71,1,79
20,117,1.6,1.6,81,1,1,80,72,1,1,2.2,80,2,95,1,117
22,120,2.4,2.3,79,1,1,78,146,1,1,2.4,80,2,90,1,128
14,79,0.9,0.9,88,1,1,83,59,1,1,2.35,83,1,83,1,79
68,178,5.8,2.9,69,1,1,49,103,1,1,2.27,75,4,162,1,374
28,157,1.3,1.3,81,1,1,78,44,1,1,2.31,78,2,72,1,157
42,47,2.7,0.6,90,1,1,67,56,1,1,2.33,90,3,79,1,238
22,124,1.2,1.2,84,1,1,80,52,1,1,2.2,80,2,70,1,124
24,139,1.2,1.2,83,1,1,79,46,1,1,2.36,79,2,73,1,139
39,54,2.1,0.6,90,1,1,70,52,1,1,2.35,89,2,140,1,221
44,219,2.2,2.0,72,1,1,69,53,1,1,2.38,72,2,74,1,248
47,191,4.3,3.1,66,1,1,62,70,1,1,2.4,73,3,123,1,269
32,148,3.9,3.3,68,1,1,64,135,1,1,2.4,68,3,95,1,173
16,90,1.6,1.6,83,1,1,81,79,1,1,2.4,81,1,107,1,90
38,146,2.0,1.3,81,1,1,72,47,1,1,2.4,78,2,92,1,213
51,172,5.4,3.2,67,1,1,57,111,1,1,2.4,74,3,99,1,289
28,81,2.4,1.2,85,1,1,75,74,1,1,2.37,86,2,84,1,160
29,99,3.1,1.9,80,1,1,73,102,1,1,2.4,84,2,100,1,163
45,127,5.8,2.9,73,1,1,56,158,1,1,2.4,76,3,136,1,257
30,88,2.6,1.3,83,1,1,73,82,1,1,2.45,85,2,121,1,173
32,123,4.2,2.6,77,1,1,67,100,1,1,2.45,78,3,143,1,197
31,46,1.7,0.5,91,1,1,74,82,1,1,2.33,90,2,79,1,174
50,72,3.3,0.9,88,1,1,64,55,1,1,2.41,89,3,81,1,285
34,102,3.0,1.6,80,1,1,71,72,1,1,2.32,83,2,102,1,192
28,58,1.9,0.7,89,1,1,75,63,1,1,2.3,89,2,101,1,160
18,105,1.2,1.2,84,1,1,82,61,1,1,2.34,82,1,93,1,105
54,165,4.4,2.4,74,1,1,61,65,1,1,2.41,79,3,120,1,305
49,82,4.1,1.2,86,1,1,63,67,1,1,2.41,87,3,119,1,276
28,137,1.5,1.3,82,1,1,76,51,1,1,2.4,79,2,124,1,161
22,124,1.6,1.6,81,1,1,79,65,1,1,2.4,79,2,96,1,124
27,62,2.1,0.9,88,1,1,76,70,1,1,2.38,89,2,121,1,151
47,205,2.5,1.9,73,1,1,67,78,1,1,2.4,73,3,87,1,267
50,169,3.2,1.9,76,1,1,64,57,1,1,2.5,76,3,103,1,283
16,92,1.1,1.1,86,1,1,83,74,1,1,2.3,83,1,111,1,92
36,91,2.5,1.2,84,1,1,70,117,1,1,2.42,86,2,130,1,203
30,130,4.3,3.3,75,1,1,73,115,1,1,2.42,80,2,88,1,170
37,185,1.8,1.5,77,1,1,73,40,1,1,2.4,75,2,110,1,212
46,80,3.8,1.2,87,1,1,65,67,1,1,2.41,88,3,121,1,260
38,148,2.0,1.4,80,1,1,71,52,1,1,2.37,78,2,131,1,214
33,140,2.2,1.6,79,1,1,72,65,1,1,2.39,77,2,86,1,187
43,215,1.7,1.5,76,1,1,71,36,1,1,2.4,73,2,72,1,247
50,177,3.9,2.5,72,1,1,63,64,1,1,2.47,78,3,119,1,281
38,102,2.5,1.2,83,1,1,70,56,1,1,2.49,85,2,77,1,216
26,123,1.8,1.5,81,1,1,76,64,1,1,2.4,79,2,107,1,148
34,67,2.1,0.8,89,1,1,72,112,1,1,2.4,89,2,92,1,193
32,94,3.1,1.7,81,1,1,72,90,1,1,2.426,84,2,127,1,181
35,124,5.1,3.2,76,1,1,69,127,1,1,2.4,81,2,133,1,197
22,67,0.9,0.5,89,1,1,85,38,1,1,2.27,89,1,70,1,119
39,80,3.8,1.4,84,1,1,66,96,1,1,2.33,86,3,150,1,222
35,92,2.9,1.4,84,1,1,71,68,1,1,2.42,86,2,154,1,201
21,117,1.4,1.4,81,1,1,78,60,1,1,2.5,78,2,97,1,117
35,174,1.9,1.7,77,1,1,73,49,1,1,2.25,75,2,72,1,200
18,100,1.1,1.1,86,1,1,82,58,1,1,2.4,82,1,97,1,100
23,83,3.4,2.1,82,1,1,77,97,1,1,2.4,85,2,128,1,132
33,85,2.3,1.1,84,1,1,72,65,1,1,2.28,86,2,121,1,186
41,91,3.2,1.3,83,1,1,67,65,1,1,2.44,85,3,93,1,234
40,108,4.9,2.4,80,1,1,66,89,1,1,2.44,83,3,150,1,229
38,136,5.8,3.7,74,1,1,67,101,1,1,2.44,80,3,129,1,216
40,90,2.5,0.9,87,1,1,66,81,1,1,2.4,85,3,112,1,244
64,150,5.3,2.4,71,1,1,50,100,1,1,2.42,76,4,125,1,347
53,125,3.6,1.5,79,1,1,60,115,1,1,2.4,82,3,92,1,302
75,152,4.9,1.8,76,1,1,50,68,1,1,2.38,80,4,116,1,412
41,98,3.4,1.4,83,1,1,65,92,1,1,2.38,84,3,88,1,235
47,63,2.9,0.9,88,1,1,68,53,1,1,2.4,89,3,82,1,239
22,95,4.3,3.3,81,1,1,79,116,1,1,2.38,84,2,124,1,123
13,77,0.6,0.6,91,1,1,85,42,1,1,2.35,85,1,63,1,77
42,93,3.3,1.3,84,1,1,68,63,1,1,2.44,86,3,161,1,239
35,71,3.4,1.3,85,1,1,69,76,1,1,2.4,87,2,89,1,198
37,115,3.3,1.8,81,1,1,70,71,1,1,2.47,84,2,123,1,210
40,116,2.7,1.5,80,1,1,69,58,1,1,2.4,83,2,98,1,224
47,123,4.4,2.1,79,1,1,63,74,1,1,2.41,82,3,126,1,267
39,83,2.9,1.1,85,1,1,69,61,1,1,2.4,86,2,82,1,223
48,103,3.7,1.2,85,1,1,60,104,1,1,2.26,84,3,103,1,293
40,191,1.8,1.5,76,1,1,71,77,1,1,2.42,74,2,106,1,227
44,107,3.6,1.6,82,1,1,66,67,1,1,2.41,85,3,119,1,250
36,83,6.4,2.2,86,1,1,64,125,1,1,2.5,89,3,148,1,222
39,131,4.1,2.5,77,1,1,67,131,1,1,2.44,81,3,136,1,222
34,122,3.9,2.5,77,1,1,70,91,1,1,2.4,82,2,105,1,194
37,98,3.3,1.6,83,1,1,70,70,1,1,2.4,85,2,101,1,211
45,116,5.2,2.4,79,1,1,63,121,1,1,2.5,83,3,103,1,256
34,99,2.8,1.5,83,1,1,72,66,1,1,2.41,85,2,88,1,193
44,173,5.6,3.5,72,1,1,60,120,1,1,2.4,75,3,113,1,272
22,45,1.8,0.7,90,1,1,78,81,1,1,2.3,90,2,86,1,125
22,116,2.8,2.6,79,1,1,79,160,1,1,2.4,80,2,102,1,123
26,138,2.0,1.8,78,1,1,76,119,1,1,2.41,78,2,91,1,146
44,95,4.4,1.7,84,1,1,65,121,1,1,2.4,86,3,165,1,251
18,102,0.9,0.9,87,1,1,82,50,1,1,2.41,82,1,61,1,102
47,125,4.3,2.0,78,1,1,60,100,1,1,2.42,80,3,171,1,270
51,156,4.1,2.3,74,1,1,61,76,1,1,2.34,79,3,85,1,289
48,159,6.6,3.9,68,1,1,58,95,1,1,2.44,75,3,100,1,274
30,110,6.5,4.3,75,1,1,70,156,1,1,2.4,80,2,146,1,168
29,82,3.1,1.6,84,1,1,74,87,1,1,2.4,86,2,136,1,166
37,128,4.3,2.7,76,1,1,68,139,1,1,2.4,81,3,138,1,208
63,116,4.8,1.6,80,1,1,54,67,1,1,2.4,83,4,149,1,356
31,110,4.2,2.7,79,1,1,73,96,1,1,2.35,83,2,84,1,174
27,131,1.8,1.5,81,1,1,76,62,1,1,2.4,79,2,132,1,155
25,112,3.0,2.6,78,1,1,82,119,1,1,2.34,85,1,85,1,131
44,171,4.8,3.3,68,1,1,63,81,1,1,2.41,75,3,126,1,251
30,122,5.5,4.0,73,1,1,75,137,1,1,2.4,81,2,150,1,168
37,103,5.8,3.1,79,1,1,68,118,1,1,2.36,82,3,141,1,200
34,78,2.6,1.1,86,1,1,70,119,1,1,2.31,86,2,122,1,194
43,87,2.9,1.1,85,1,1,66,74,1,1,2.27,86,3,90,1,246
33,96,4.0,2.1,81,1,1,71,89,1,1,2.3,84,2,138,1,185
27,92,3.8,2.3,80,1,1,74,93,1,1,2.31,84,2,130,1,154
31,179,1.6,1.6,77,1,1,75,49,1,1,2.43,75,2,96,1,179
42,113,3.1,1.5,80,1,1,64,74,1,1,2.37,81,3,127,1,239
40,88,3.1,1.2,85,1,1,69,63,1,1,2.38,87,2,86,1,228
54,133,3.9,2.3,69,1,1,62,60,1,1,2.4,79,3,161,1,261
59,167,7.6,4.0,67,1,1,52,109,1,1,2.47,74,4,150,1,320
29,70,2.1,0.9,87,1,1,75,61,1,1,2.38,88,2,88,1,164
52,157,4.3,2.3,75,1,1,61,67,1,1,2.35,79,3,129,1,294
31,108,5.9,3.6,76,1,1,70,108,1,1,2.29,82,2,131,1,178
38,173,2.0,1.6,77,1,1,72,47,1,1,2.5,76,2,77,1,214
31,106,4.1,2.6,78,1,1,71,94,1,1,2.33,82,2,121,1,174
35,98,3.1,1.6,83,1,1,71,116,1,1,2.4,85,2,138,1,198
8,44,0.7,0.7,92,1,1,90,69,1,1,2.4,90,1,75,1,44
28,54,1.8,0.7,89,1,1,75,58,1,1,2.4,89,2,107,1,158
36,117,3.3,2.0,80,1,1,71,73,1,1,2.44,83,2,91,1,205
29,85,2.4,1.3,86,1,1,75,67,1,1,2.4,87,2,92,1,164
31,118,2.2,1.5,82,1,1,73,63,1,1,2.31,80,2,113,1,178
47,118,4.7,2.2,78,1,1,62,86,1,1,2.43,82,3,135,1,258
10,54,0.8,0.8,90,1,1,89,69,1,1,2.4,89,1,75,1,54
42,111,5.7,2.7,77,1,1,62,149,1,1,2.39,81,3,157,1,237
29,91,2.9,1.7,82,1,1,74,80,1,1,2.26,85,2,128,1,163
27,63,2.3,1.0,87,1,1,75,70,1,1,2.36,88,2,88,1,154
40,123,3.0,1.3,82,1,1,62,76,1,1,2.26,80,3,120,1,260
43,134,4.0,2.2,77,1,1,63,112,1,1,2.36,79,3,101,1,246
30,71,2.7,1.2,86,1,1,72,86,1,1,2.4,87,2,97,1,173
35,66,2.1,0.7,88,1,1,71,112,1,1,2.3,88,2,125,1,198
39,108,3.3,1.7,80,1,1,67,93,1,1,2.4,83,3,150,1,221
37,136,4.9,3.2,73,1,1,67,92,1,1,2.41,79,3,91,1,212
23,130,1.6,1.6,80,1,1,77,60,1,1,2.5,77,2,97,1,130
44,91,2.7,1.0,86,1,1,68,53,1,1,2.39,87,3,132,1,250
43,154,2.9,1.8,78,1,1,68,70,1,1,2.45,77,3,78,1,243
41,140,6.0,3.8,72,1,1,65,103,1,1,2.39,78,3,108,1,225
32,97,4.6,2.5,80,1,1,70,95,1,1,2.4,84,2,148,1,184
27,127,5.4,3.7,77,1,1,67,123,1,1,2.45,76,3,149,1,179
32,158,2.2,2.0,77,1,1,74,61,1,1,2.31,77,2,117,1,180
22,126,1.1,1.1,84,1,1,80,50,1,1,2.42,80,2,60,1,126
46,171,4.3,2.9,72,1,1,64,73,1,1,2.41,77,3,123,1,261
31,78,2.5,1.1,85,1,1,72,98,1,1,2.3,86,2,80,1,179
32,118,4.3,2.8,76,1,1,71,93,1,1,2.37,81,2,130,1,183
21,117,1.9,1.9,81,1,1,80,93,1,1,2.32,80,2,80,1,117
35,96,2.8,1.4,84,1,1,72,66,1,1,2.39,86,2,119,1,196
27,96,3.2,2.1,82,1,1,76,85,1,1,2.44,85,2,91,1,151
29,154,3.2,3.0,74,1,1,75,91,1,1,2.31,76,2,132,1,163
46,85,3.1,1.1,86,1,1,66,56,1,1,2.36,87,3,125,1,263
36,68,2.6,0.9,87,1,1,70,90,1,1,2.4,88,2,146,1,207
54,110,4.9,1.9,79,1,1,57,132,1,1,2.4,82,3,126,1,295
43,159,2.1,1.3,81,1,1,70,49,1,1,2.36,77,2,83,1,244
34,78,2.3,1.0,87,1,1,72,58,1,1,2.38,87,2,109,1,193
30,151,2.2,2.0,77,1,1,75,70,1,1,2.35,77,2,86,1,168
27,123,5.3,4.4,75,1,1,76,154,1,1,2.44,80,2,132,1,149
30,89,3.2,1.7,82,1,1,72,83,1,1,2.34,84,2,98,1,170
43,109,7.9,3.1,78,1,1,55,159,1,1,2.4,80,3,147,1,269
35,105,3.4,1.8,81,1,1,70,99,1,1,2.4,84,2,135,1,198
36,138,3.7,2.5,76,1,1,70,77,1,1,2.4,81,2,124,1,207
50,74,2.9,0.8,88,1,1,64,82,1,1,2.41,88,3,94,1,286
34,78,2.6,1.1,85,1,1,70,129,1,1,2.37,86,2,113,1,194
53,119,5.1,2.1,76,1,1,56,83,1,1,2.47,80,3,121,1,290
21,30,1.6,0.5,93,1,1,79,70,1,1,2.41,92,2,99,1,119
59,91,4.3,1.2,83,1,1,55,62,1,1,2.5,85,3,77,1,332
42,75,3.5,1.2,84,1,1,64,122,1,1,2.4,86,3,90,1,235
43,211,1.8,1.5,75,1,1,71,38,1,1,2.4,73,2,74,1,242
49,147,5.0,2.7,74,1,1,61,84,1,1,2.4,79,3,110,1,279
41,180,3.9,2.4,74,1,1,59,74,1,1,2.4,73,3,103,1,274
53,142,5.1,2.6,74,1,1,58,80,1,1,2.45,78,3,126,1,290
53,171,3.2,1.8,75,1,1,63,50,1,1,2.4,79,3,115,1,302
37,109,2.7,1.4,83,1,1,71,61,1,1,2.4,85,2,75,1,212
40,138,3.7,2.4,73,1,1,65,72,1,1,2.4,78,3,95,1,223
22,77,3.3,2.0,83,1,1,76,111,1,1,2.4,84,2,118,1,125
32,60,2.4,0.8,88,1,1,72,93,1,1,2.4,88,2,129,1,180
27,57,2.4,1.0,90,1,1,76,90,1,1,2.42,90,2,86,1,151
21,121,1.2,1.2,84,1,1,81,50,1,1,2.35,81,1,67,1,121
31,95,3.4,1.9,81,1,1,72,92,1,1,2.42,84,2,124,1,173
28,40,2.0,0.5,91,1,1,75,84,1,1,2.4,90,2,113,1,161
58,149,5.0,2.3,73,1,1,55,70,1,1,2.54,78,3,100,1,328
33,104,3.8,2.2,80,1,1,71,84,1,1,2.4,84,2,96,1,190
51,206,4.1,2.9,66,1,1,60,78,1,1,2.26,73,3,98,1,292
27,141,2.0,1.9,78,1,1,76,70,1,1,2.4,78,2,132,1,154
54,165,4.4,2.4,74,1,1,60,66,1,1,2.41,79,3,120,1,305
47,126,8.1,3.8,74,1,1,58,108,1,1,2.39,79,3,142,1,268
33,112,4.1,2.5,77,1,1,70,143,1,1,2.4,81,2,137,1,186
29,109,4.1,2.7,79,1,1,73,107,1,1,2.32,83,2,120,1,167
26,116,3.9,2.5,81,1,1,70,102,1,1,2.4,80,2,138,1,171
44,92,3.0,1.1,85,1,1,67,63,1,1,2.36,87,3,83,1,249
15,1,1.2,0.0,99,1,1,84,73,1,1,2.33,96,1,69,1,84
46,88,3.9,1.4,85,1,1,65,69,1,1,2.3,86,3,113,1,260
18,104,1.0,1.0,86,1,1,82,54,1,1,2.4,82,1,87,1,104
46,135,3.1,1.8,75,1,1,63,68,1,1,2.4,79,3,89,1,251
37,148,2.2,1.5,80,1,1,72,53,1,1,2.29,78,2,131,1,210
36,100,3.1,1.6,83,1,1,71,86,1,1,2.42,85,2,84,1,206
47,147,5.2,2.5,77,1,1,58,103,1,1,2.4,78,3,128,1,291
33,129,4.0,2.8,75,1,1,70,111,1,1,2.35,80,2,99,1,187
38,93,2.4,1.1,86,1,1,71,54,1,1,2.39,87,2,113,1,217
29,99,3.7,2.3,80,1,1,73,180,1,1,2.4,84,2,131,1,163
31,177,1.3,1.3,78,1,1,75,40,1,1,2.4,75,2,69,1,177
39,50,2.6,0.6,90,1,1,69,100,1,1,2.34,90,2,86,1,220
30,157,1.6,1.4,79,1,1,75,45,1,1,2.3,77,2,75,1,172
34,78,4.5,1.6,85,1,1,65,112,1,1,2.27,85,3,131,1,212
27,83,3.6,2.0,83,1,1,75,91,1,1,2.27,86,2,138,1,151
37,93,3.1,1.4,82,1,1,68,96,1,1,2.4,85,3,101,1,212
38,40,1.5,0.3,92,1,1,73,37,1,1,2.33,91,2,62,1,214
17,95,1.0,1.0,86,1,1,83,60,1,1,2.43,83,1,74,1,95
45,96,4.8,1.6,83,1,1,58,97,1,1,2.39,83,3,98,1,281
28,63,2.2,0.9,89,1,1,76,65,1,1,2.359,89,2,84,1,159
34,94,2.9,1.4,83,1,1,70,126,1,1,2.3,85,2,101,1,195
38,121,3.4,1.9,80,1,1,70,71,1,1,2.47,83,2,123,1,215
34,111,3.5,2.1,80,1,1,72,79,1,1,2.36,83,2,93,1,190
32,80,2.6,1.2,87,1,1,74,72,1,1,2.3,88,2,132,1,180
29,85,2.6,1.4,83,1,1,74,71,1,1,2.39,85,2,123,1,165
31,82,2.2,1.1,87,1,1,75,60,1,1,2.39,88,2,84,1,173
38,94,3.0,1.3,84,1,1,70,85,1,1,2.36,86,2,130,1,216
37,88,3.1,1.3,84,1,1,67,95,1,1,2.3,84,3,81,1,211
31,174,1.0,1.0,80,1,1,76,31,1,1,2.4,76,2,76,1,174
47,131,4.8,2.4,77,1,1,63,79,1,1,2.43,81,3,87,1,268
46,89,3.8,1.3,85,1,1,65,89,1,1,2.29,86,3,106,1,259
53,172,5.7,2.9,73,1,1,54,133,1,1,2.41,75,4,200,1,325
29,167,1.9,1.9,76,1,1,75,61,1,1,2.4,75,2,99,1,167
38,160,2.2,1.7,79,1,1,72,52,1,1,2.34,77,2,78,1,213
34,169,1.6,1.4,79,1,1,74,43,1,1,2.32,77,2,80,1,194
27,82,2.9,1.5,84,1,1,75,122,1,1,2.4,86,2,126,1,156
39,63,2.2,0.6,90,1,1,71,58,1,1,2.4,89,2,89,1,224
36,117,3.4,2.0,79,1,1,70,74,1,1,2.41,82,2,124,1,204
22,126,1.1,1.1,84,1,1,80,58,1,1,2.39,80,2,77,1,126
43,76,5.0,1.6,84,1,1,63,87,1,1,2.52,86,3,120,1,243
36,96,3.8,1.9,81,1,1,69,79,1,1,2.4,84,2,157,1,202
48,133,5.2,2.7,75,1,1,61,85,1,1,2.37,79,3,119,1,263
39,77,2.6,0.9,86,1,1,70,57,1,1,2.3,87,2,136,1,219
39,106,2.9,1.4,81,1,1,68,123,1,1,2.4,84,3,99,1,222
43,85,2.5,0.9,85,1,1,67,51,1,1,2.38,86,3,105,1,244
57,105,6.9,2.3,80,1,1,54,100,1,1,2.4,83,4,133,1,322
36,120,4.7,2.8,77,1,1,69,90,1,1,2.4,81,2,155,1,206
34,97,4.2,2.1,80,1,1,69,85,1,1,2.4,83,2,158,1,193
35,99,2.8,1.5,84,1,1,72,67,1,1,2.43,86,2,83,1,197
61,159,5.5,2.6,73,1,1,54,125,1,1,2.4,78,4,141,1,347
53,188,7.1,4.4,64,1,1,56,93,1,1,2.43,73,3,129,1,301
33,178,1.7,1.6,77,1,1,73,102,1,1,2.4,75,2,106,1,190
26,92,4.3,2.7,81,1,1,76,105,1,1,2.43,85,2,130,1,146
29,165,1.3,1.3,80,1,1,77,44,1,1,2.31,77,2,72,1,165
35,136,3.6,2.5,77,1,1,71,86,1,1,2.42,78,2,87,1,196
42,105,3.3,1.5,80,1,1,65,66,1,1,2.38,83,3,80,1,239
28,100,6.3,4.0,77,1,1,72,118,1,1,2.4,82,2,138,1,158
29,78,2.6,1.3,85,1,1,74,70,1,1,2.35,86,2,123,1,166
40,131,3.1,1.8,77,1,1,68,65,1,1,2.29,81,3,97,1,228
31,82,2.8,1.4,84,1,1,73,74,1,1,2.33,86,2,97,1,174
47,97,5.8,2.1,82,1,1,59,117,1,1,2.45,83,3,129,1,267
30,149,1.5,1.3,81,1,1,75,96,1,1,2.39,78,2,78,1,172
30,156,2.4,2.2,76,1,1,75,69,1,1,2.3,76,2,148,1,172
39,64,3.2,1.0,87,1,1,68,68,1,1,2.35,88,3,147,1,220
36,143,6.3,4.5,72,1,1,68,143,1,1,2.4,78,3,101,1,203
28,91,3.8,2.2,82,1,1,75,103,1,1,2.4,85,2,138,1,158
33,90,3.1,1.5,83,1,1,71,74,1,1,2.29,85,2,123,1,187
45,101,4.9,2.0,77,1,1,60,95,1,1,2.42,81,3,135,1,256
34,101,2.8,1.5,83,1,1,72,83,1,1,2.27,85,2,82,1,195
37,141,6.4,4.4,69,1,1,65,102,1,1,2.4,76,3,154,1,210
33,106,6.7,3.8,76,1,1,69,113,1,1,2.4,82,2,116,1,187
38,159,2.3,1.7,78,1,1,71,61,1,1,2.3,77,2,80,1,215
34,121,2.4,1.5,81,1,1,76,59,1,1,2.33,83,2,77,1,188
43,133,5.4,3.0,73,1,1,62,90,1,1,2.46,79,3,87,1,244
30,170,1.7,1.7,78,1,1,75,54,1,1,2.52,75,2,85,1,170
63,180,5.6,2.8,71,1,1,54,115,1,1,2.42,76,4,94,1,359
28,63,2.0,0.8,87,1,1,75,63,1,1,2.32,88,2,84,1,158
31,96,2.8,1.5,83,1,1,73,77,1,1,2.28,85,2,126,1,178
57,215,1.8,1.2,79,1,1,67,45,1,1,2.4,75,3,112,1,322
38,98,5.1,2.3,81,1,1,66,161,1,1,2.45,84,3,85,1,217
32,107,5.6,3.4,77,1,1,70,109,1,1,2.44,82,2,130,1,181
12,68,0.8,0.8,90,1,1,84,59,1,1,2.35,84,1,83,1,68
28,134,1.6,1.3,81,1,1,76,55,1,1,2.34,79,2,99,1,158
41,206,2.7,2.4,71,1,1,69,81,1,1,2.32,72,2,77,1,232
36,94,2.5,1.2,84,1,1,71,67,1,1,2.44,86,2,73,1,203
46,113,3.9,1.7,80,1,1,64,86,1,1,2.4,83,3,106,1,260
39,72,2.8,0.9,86,1,1,68,59,1,1,2.4,87,3,81,1,222
31,160,2.6,2.4,74,1,1,73,72,1,1,2.41,75,2,138,1,176
40,163,5.8,4.2,69,1,1,65,92,1,1,2.4,76,3,130,1,229
38,93,3.0,1.3,83,1,1,68,99,1,1,2.4,85,3,124,1,219
38,186,1.9,1.6,77,1,1,73,46,1,1,2.2,75,2,129,1,215
38,135,5.7,3.6,74,1,1,67,99,1,1,2.48,79,3,100,1,215
32,126,5.3,3.7,75,1,1,71,120,1,1,2.4,80,2,138,1,184
24,135,0.9,0.9,83,1,1,79,43,1,1,2.23,79,2,65,1,135
36,115,3.2,1.8,81,1,1,71,71,1,1,2.47,84,2,97,1,205
37,141,4.2,2.8,74,1,1,65,98,1,1,2.43,77,3,106,1,212
43,103,5.6,2.4,81,1,1,64,139,1,1,2.42,84,3,130,1,241
39,78,3.6,1.3,86,1,1,68,73,1,1,2.4,87,3,115,1,222
20,68,3.0,1.8,85,1,1,79,103,1,1,2.309,87,2,110,1,116
36,108,3.2,1.7,82,1,1,71,71,1,1,2.31,84,2,123,1,202
42,81,5.4,1.9,83,1,1,63,92,1,1,2.31,86,3,151,1,241
18,99,1.2,1.1,86,1,1,81,84,1,1,2.4,82,1,92,1,105
47,52,2.0,0.4,92,1,1,69,37,1,1,2.4,91,2,78,1,267
26,149,1.0,1.0,81,1,1,78,44,1,1,2.23,78,2,64,1,149
35,198,1.7,1.7,75,1,1,74,42,1,1,2.31,74,2,80,1,198
42,90,2.3,0.9,85,1,1,68,63,1,1,2.34,86,3,106,1,240
18,102,1.0,1.0,86,1,1,82,53,1,1,2.3,82,1,80,1,102
31,108,4.3,2.7,77,1,1,71,96,1,1,2.42,82,2,125,1,174
40,93,3.6,1.5,83,1,1,67,71,1,1,2.4,85,3,146,1,228
33,117,4.1,2.6,79,1,1,72,85,1,1,2.4,83,2,131,1,189
39,186,2.2,1.9,75,1,1,70,100,1,1,2.4,74,2,85,1,222
25,50,1.9,0.7,90,1,1,77,75,1,1,2.31,90,2,93,1,142
36,132,2.4,1.6,80,1,1,71,60,1,1,2.42,78,2,136,1,203
40,103,3.9,1.9,81,1,1,67,78,1,1,2.32,84,3,90,1,224
43,156,2.7,1.8,75,1,1,68,85,1,1,2.46,76,3,83,1,223
